id	GSM474708_con	GSM474709_con	GSM474710_con	GSM474711_con	GSM474712_con	GSM474713_con	GSM474714_con	GSM474715_con	GSM474716_con	GSM474717_con	GSM474718_con	GSM474719_con	GSM474720_con	GSM474721_con	GSM474722_con	GSM474723_con	GSM474724_con	GSM474725_con	GSM474726_con	GSM474727_con	GSM474728_con	GSM474729_con	GSM474730_con	GSM474731_con	GSM474732_con	GSM474733_con	GSM474734_con	GSM474735_con	GSM474736_con	GSM474737_con	GSM474738_con	GSM474739_con	GSM474740_con	GSM474741_con	GSM474742_con	GSM474743_con	GSM474744_con	GSM474745_con	GSM474746_con	GSM474747_con	GSM474748_con	GSM474749_con	GSM474750_con	GSM474751_con	GSM474752_con	GSM474753_con	GSM474754_con	GSM474755_con	GSM474756_con	GSM474757_con	GSM474758_con	GSM474759_con	GSM474760_con	GSM474797_con	GSM474832_con	GSM474833_con	GSM474834_con	GSM474835_con	GSM474836_con	GSM474837_con	GSM474838_con	GSM474839_con	GSM474840_con	GSM474761_treat	GSM474762_treat	GSM474763_treat	GSM474769_treat	GSM474775_treat	GSM474781_treat	GSM474782_treat	GSM474785_treat	GSM474786_treat	GSM474790_treat	GSM474791_treat	GSM474792_treat	GSM474793_treat	GSM474794_treat	GSM474795_treat	GSM474796_treat	GSM474798_treat	GSM474801_treat	GSM474804_treat	GSM474805_treat	GSM474810_treat	GSM474811_treat	GSM474814_treat	GSM474815_treat	GSM474818_treat	GSM474819_treat	GSM474821_treat	GSM474823_treat	GSM474824_treat	GSM474827_treat	GSM474830_treat	GSM474831_treat	GSM474764_treat	GSM474765_treat	GSM474766_treat	GSM474767_treat	GSM474768_treat	GSM474770_treat	GSM474771_treat	GSM474772_treat	GSM474773_treat	GSM474774_treat	GSM474776_treat	GSM474777_treat	GSM474778_treat	GSM474779_treat	GSM474780_treat	GSM474783_treat	GSM474784_treat	GSM474787_treat	GSM474788_treat	GSM474789_treat	GSM474799_treat	GSM474800_treat	GSM474802_treat	GSM474803_treat	GSM474806_treat	GSM474807_treat	GSM474808_treat	GSM474809_treat	GSM474812_treat	GSM474813_treat	GSM474816_treat	GSM474817_treat	GSM474820_treat	GSM474822_treat	GSM474825_treat	GSM474826_treat	GSM474828_treat	GSM474829_treat
AKIRIN1	8.365033	8.995815	9.336441	8.73729	8.800253	9.246632	8.60009	8.91525	9.012343	8.747625	8.814284	8.685436	8.50331	8.919459	8.603828	8.939271	8.351105	8.132673	8.166191	8.74375	7.630533	7.95554	8.709984	8.584361	8.202696	8.37378	8.282625	7.625397	8.155526	7.412727	8.260624	8.595475	8.010015	8.127531	7.528287	8.119929	7.75124	8.018856	8.24328	8.588466	8.493084	8.11971	8.399453	8.247014	7.856004	8.453916	8.461682	8.934019	9.050245	8.751419	8.33583	8.413827	8.299747	9.450349	9.362372	9.353527	8.931737	8.922544	8.956251	8.822663	9.579966	9.250613	9.418483	9.100067	9.548578	9.498485	9.220003	9.082384	9.331533	9.545911	9.128196	9.216017	9.296084	9.137149	9.326406	9.027244	9.454176	9.190689	9.244955	8.76687	9.55555	9.073416	8.776934	9.748766	9.613081	9.193007	9.407527	9.850591	9.657559	9.411678	8.902365	10.041029	9.239167	9.339149	9.393117	9.53074	9.032164	9.135767	9.106763	9.029237	9.345981	9.646683	9.502917	9.613002	9.156134	9.220942	9.627569	9.545616	9.404628	9.105439	9.115404	9.328977	9.06551	8.84075	8.9714	9.98966	9.663361	9.542214	9.153629	9.50967	9.18115	9.292914	9.706374	9.48774	9.226573	9.08677	9.236144	9.391813	8.239158	8.46577	9.328238	8.360283	9.639867
RNF19B	9.662228	9.472358	9.109295	9.187536	9.392034	9.167827	8.978329	9.469429	9.268049	9.548721	9.711206	9.227315	10.144329	10.241584	9.173937	10.232705	9.473061	9.515731	9.705459	10.221376	9.351769	9.474576	9.514421	9.588487	9.594371	9.748231	9.839095	9.115933	9.509294	9.86785	9.560943	9.814701	9.33996	9.930104	9.599336	10.815197	10.024828	9.746771	9.258983	9.927388	9.546253	9.7646	10.028747	10.74237	10.270132	9.878751	9.88428	10.38984	9.940039	9.758598	9.417856	9.693167	9.941767	9.807372	9.881497	10.150726	9.29529	9.191816	10.071825	10.006265	9.419888	10.372675	9.61927	9.209625	9.117527	9.07459	9.000103	8.941604	8.702485	8.967468	9.087246	8.932082	9.093702	8.477721	9.000549	8.970699	9.82039	9.139936	8.890085	9.339959	9.437905	8.836405	9.562097	8.724937	9.447601	8.991781	9.314471	9.553853	8.89713	9.616383	8.496336	8.784466	9.147208	9.169049	8.636505	8.985389	8.562419	8.877133	9.112208	8.60611	8.576139	8.238983	8.661928	9.187397	9.09994	8.431696	8.395732	9.201685	8.432488	9.154558	8.743094	8.163075	8.581039	9.485644	8.681826	8.554259	9.345021	10.065258	9.126603	8.888003	9.499301	8.693399	9.307301	9.547906	9.556416	9.040391	9.526289	8.455994	8.559848	9.529452	8.828332	9.760152	8.099152
TLN1	10.183932	10.072541	9.079624	9.041247	9.664733	9.777309	10.285408	9.232517	8.811341	10.425111	9.629446	8.966629	10.151954	10.360434	10.633425	10.654025	10.462862	10.170512	10.586621	10.303233	10.668112	10.368443	10.491385	10.601507	10.716665	10.091175	9.995219	10.110301	10.221536	11.058069	10.316373	10.744908	9.999295	10.690739	10.768705	11.494531	10.644416	10.780394	9.768338	10.350734	9.943922	10.263613	10.323542	10.725461	10.856829	10.392016	10.357933	11.003635	10.074893	9.763801	9.686454	10.47678	10.504475	10.235218	10.691134	10.046627	9.374722	9.681689	10.948903	10.02317	10.249073	10.649007	10.052955	9.399219	9.102838	9.133617	8.589501	9.41504	8.271598	8.810841	8.676925	9.227222	9.766919	8.891807	8.485477	9.541405	9.937613	9.826121	9.141636	9.694712	9.249738	9.451058	10.350238	9.90023	9.225137	9.315526	10.126403	9.056084	9.157975	9.233081	10.293107	9.05686	9.949282	9.710088	9.420235	8.765561	8.807369	9.037962	9.24079	8.336365	8.881238	7.860004	8.169253	8.790803	8.991022	8.739478	8.673883	9.184535	8.040573	8.888045	9.256283	7.82362	9.202752	9.345572	9.269467	9.671877	10.340228	9.051693	9.768468	8.711564	10.566374	10.346457	9.955064	9.295902	10.050451	10.083586	9.806039	9.108087	8.713213	9.596766	8.536739	9.344896	8.356226
APOBR	9.948112	9.543379	8.633038	8.532245	9.30936	9.418364	9.510591	8.657739	8.443658	9.600977	9.32538	8.729937	9.592457	9.769546	9.617524	9.644435	9.827398	9.381745	9.883315	9.895649	9.543	9.659933	9.576848	9.705042	9.877591	9.712426	9.680407	9.750116	9.249874	10.174127	9.26244	10.120646	8.985026	10.263223	9.641705	10.573274	10.106583	9.521598	9.34201	10.302543	9.729198	9.900001	10.26892	10.657521	10.007796	10.093259	9.823794	10.135636	9.550725	9.623768	9.607743	9.930511	9.966273	8.900372	9.816975	8.908602	8.125879	8.035532	10.129067	8.602013	8.664839	8.686297	8.180495	8.494949	8.713203	9.173603	7.765579	8.685488	8.0994	8.251291	8.448684	8.665053	9.455169	8.26847	8.625773	9.155483	9.41432	9.609696	8.869962	9.200116	8.086223	8.334539	9.19519	8.331925	8.341457	7.891146	9.490996	7.881912	8.432214	8.231687	8.36068	7.637915	8.553387	8.96705	8.148413	8.803744	8.041141	8.849893	8.133963	7.858441	8.520401	7.516415	8.328367	8.365911	8.763743	8.173468	8.292338	9.47604	7.940177	8.734698	9.071393	7.628883	8.6009	9.510483	9.223164	8.89467	8.837441	8.34361	8.921612	7.758955	9.295182	8.788708	8.776287	8.396128	8.885216	8.285013	8.704498	7.635616	9.090096	8.211884	7.426405	8.366878	7.243837
LAMP1	9.758911	9.405264	8.953651	9.157407	9.490186	9.378519	9.782672	9.199973	8.728704	9.67233	9.527408	9.305829	9.596145	9.581812	9.747919	9.682215	9.985335	9.825188	9.793189	9.647246	9.789261	9.720029	9.459829	9.861852	9.834501	9.581571	9.62652	9.763128	9.485256	9.895539	9.753365	9.722599	9.509772	9.874877	9.570282	10.00448	9.779528	9.482468	9.535961	10.051339	9.974462	10.03058	10.028799	10.178112	9.725221	9.925759	9.792397	9.59658	9.395622	9.835341	9.728577	9.514815	9.854332	9.227588	9.602272	9.285434	8.771059	8.758823	9.813791	9.048682	9.170284	9.030093	8.803679	9.336093	9.389432	9.296663	8.605951	9.359605	8.898053	8.904831	9.0577	9.283017	9.291403	8.970717	8.671912	9.326593	9.282381	9.465321	9.101972	9.2603	9.099492	8.337566	9.613649	8.889869	8.827313	8.76744	9.354951	8.42717	8.347743	8.841825	8.727308	8.308594	8.970789	8.923048	9.064499	9.122984	8.696135	9.279638	9.152213	8.933862	9.055461	8.734445	8.900113	9.12616	8.904278	9.032911	8.852737	9.509091	8.558786	9.265281	9.414122	8.665741	9.260877	9.193986	9.351771	9.012161	9.3914	9.074786	9.218804	8.380011	9.54266	9.165067	8.884805	8.910574	8.987218	9.201268	9.140177	8.728075	8.294381	8.773389	8.31561	8.93454	7.994886
ARHGEF11	8.038028	7.937917	7.614284	7.04534	7.797969	7.745945	8.254399	7.673433	7.216995	7.907997	7.635674	7.493065	8.09472	8.216871	8.055355	8.172007	7.95943	7.868453	8.048865	7.82786	7.599367	7.422714	7.692549	7.972771	8.074997	7.887755	7.953046	7.704082	7.539385	8.340549	7.944034	7.792216	7.596329	8.35269	7.998961	8.482633	8.229226	7.58798	7.581235	8.107488	7.878942	8.230197	8.442846	8.54676	8.014122	7.968645	7.895695	8.282746	7.715681	7.763374	7.869762	8.087352	8.159766	8.206076	8.214261	7.997364	7.17674	7.239621	8.33674	7.664199	7.382147	8.056771	7.392655	7.204048	7.409729	7.36735	6.79246	6.932388	6.862258	7.179076	7.083201	7.272753	7.407012	7.002293	6.8135	7.339652	7.710351	7.478835	7.100861	7.848975	7.840011	7.115482	7.55043	7.294224	7.608554	7.736623	7.903855	7.155337	7.097174	7.549382	7.244398	6.772452	7.543747	7.322484	7.422511	7.164229	6.858652	7.395793	7.339306	6.882246	6.820223	6.577058	7.249296	7.198366	7.402093	7.048248	6.719371	7.861989	6.495272	6.969013	6.802271	6.81311	7.043563	7.36791	7.45334	7.124569	7.85652	7.415515	7.752075	7.326369	7.870011	7.592456	7.588311	7.723153	7.788	7.350714	7.677928	6.660909	6.933392	7.787764	7.30558	7.713515	6.536155
CREBBP	8.798959	8.360171	7.55968	7.608321	8.100292	8.32253	8.557412	7.637982	7.617587	8.460403	8.169572	7.779427	8.291374	8.853353	8.755122	8.958234	8.795694	8.494146	8.731654	8.698909	8.545283	8.431891	8.383345	8.517542	8.884476	8.433141	8.390487	8.434838	8.041628	8.824598	8.454356	8.77287	8.317125	8.962542	8.531397	9.198917	9.009526	8.682242	8.360831	9.077279	8.725511	8.869454	9.003469	9.349326	8.934231	9.004414	8.718528	9.042209	8.713247	8.672809	8.929223	8.933744	9.190391	8.453331	8.446281	8.432438	7.577113	7.342719	8.802224	8.211014	8.160887	8.276656	7.783713	7.85672	8.178932	8.261468	7.687817	8.053373	7.876443	7.911809	7.887042	8.372179	8.238079	7.553637	7.573421	8.239181	7.989223	8.03775	7.795649	8.256962	8.0586	7.387038	8.397168	7.3694	7.73538	7.533905	8.003574	7.438095	6.866579	7.924229	6.872395	7.207235	7.65362	7.765447	7.523435	8.244528	7.448564	8.101017	7.988092	7.828392	7.709967	7.839508	7.825047	8.021512	7.8928	7.740378	7.646518	8.361283	7.697088	7.919447	8.050294	7.395155	7.691179	8.331478	8.43068	7.316953	8.383289	7.966367	8.052644	7.591826	8.199823	7.596505	7.404064	7.837717	8.217586	7.674073	7.877133	7.272674	7.448351	7.742053	7.043232	7.98276	7.164894
RAPGEF6	9.589939	9.333034	9.012408	9.332874	9.211126	9.552584	9.944099	9.193099	9.243156	9.222037	8.949941	9.460496	8.921751	8.855781	9.424542	9.409758	9.814212	9.697775	9.265904	9.059011	8.928285	9.406214	9.352366	9.033515	9.554149	9.479537	9.618632	9.721549	9.994883	9.143772	9.577991	9.583034	9.221701	9.452193	9.057878	9.179577	9.424803	8.551505	9.481085	9.36011	9.77214	9.60152	9.340064	9.224953	9.103451	8.688374	8.995325	9.358411	8.84665	9.121014	9.558554	9.064119	9.20779	8.299725	8.059129	7.721608	7.649056	7.385018	8.66375	7.728752	7.672088	7.297404	7.592019	7.838058	7.826728	8.438288	7.317644	7.774688	7.764097	7.648694	7.833478	7.629374	8.777251	8.162832	9.064923	8.214925	8.024743	9.302082	8.434765	8.852652	7.644865	8.236736	8.146455	8.181125	7.806475	7.9838	9.049686	8.171971	8.423221	8.415902	7.918342	8.536924	8.065769	9.301104	8.138363	7.432072	7.452339	8.673545	7.797977	8.153152	7.741937	7.951113	7.776868	7.456068	8.384136	8.284531	7.922709	8.666885	7.436026	8.588167	8.417487	7.60933	8.056513	8.457877	8.022184	9.100511	7.700191	7.874827	8.137847	8.351078	7.44364	8.009797	7.838149	7.868586	7.887524	7.345723	7.956058	7.859968	8.151927	8.173616	7.792946	8.571121	8.718094
SRPR	8.980251	8.882664	8.718443	8.557168	9.029827	8.843765	9.09449	8.447169	8.360017	9.238639	9.021407	9.014438	9.165299	9.032405	9.252887	8.939497	9.169058	9.028716	8.943982	8.970177	9.120107	8.887552	9.027097	9.211269	9.187862	8.676478	8.694977	8.291996	8.908463	9.020952	9.283981	9.083279	8.656493	9.261914	9.118958	8.917952	8.787783	8.941517	8.645886	9.052964	9.159621	9.111078	8.974339	8.686784	8.611206	9.185686	9.064721	8.283027	9.001547	8.705472	8.873693	8.707047	9.050928	8.225837	8.785179	8.469473	8.496291	8.473194	8.800774	8.49387	8.625917	8.362975	8.272809	8.435275	8.70785	8.752297	8.112386	8.542293	8.058687	8.363348	8.585912	8.698797	8.580667	8.392593	8.080754	8.565537	8.36146	8.522719	8.117729	9.188959	8.524568	8.05043	9.207189	8.236814	8.234688	8.253054	8.488891	8.134545	8.045822	8.2952	8.5592	8.118614	8.301384	8.639162	8.463999	8.402781	8.417811	8.357836	8.442255	8.168361	8.301286	7.973612	8.42238	8.375913	7.878415	8.1282	8.18812	8.697005	8.040142	8.753298	8.712973	7.890629	8.479919	8.466456	8.272769	8.535256	8.29872	8.026471	8.426409	8.002477	8.901154	8.381093	8.151903	8.265561	8.594097	8.642055	8.427392	8.025379	7.985601	8.334768	8.081044	8.255638	7.537021
ARHGEF2	10.069033	10.018676	9.61099	9.520948	9.741343	9.731753	9.799238	9.47268	9.210451	9.930699	9.919472	9.521298	9.851262	9.860179	9.957295	10.033506	9.941173	9.779334	10.097513	9.963356	9.98477	9.907551	9.92054	10.19291	10.034764	9.818814	9.964555	9.828271	9.829326	10.002087	9.930371	10.12733	9.545976	10.19484	10.230299	10.388371	9.980898	10.001632	9.699306	10.144752	9.993268	9.958272	10.049331	10.198077	9.958004	10.141375	10.142308	9.879462	10.141509	9.707835	9.995715	10.184297	10.125334	8.901719	9.775631	9.371467	8.985273	9.417288	9.911413	8.889743	9.426009	9.126724	8.739073	9.406814	9.477167	9.513122	8.909365	9.331666	8.973773	9.14445	9.328012	9.358099	9.711886	9.356231	9.345225	9.812414	9.753795	9.826284	9.320797	9.546577	9.077436	8.954318	9.75378	9.154463	8.841587	8.711933	9.684385	8.741396	8.83951	8.42948	9.347898	8.944579	9.221102	9.528833	9.221566	9.50203	9.122461	9.62967	9.028581	8.879331	9.244077	8.62605	9.063261	9.193747	9.432348	8.924024	9.191306	9.634393	9.084749	9.339961	9.657184	8.80725	9.433054	9.702663	9.579047	9.350654	9.130771	8.746514	9.259951	8.206668	9.569493	9.448173	9.615509	9.151071	9.424838	9.35338	9.083742	8.822961	8.777457	8.825131	8.730695	8.796665	8.310223
DGKA	10.064284	9.812202	9.424852	9.646919	9.857796	9.79664	10.363929	9.648582	9.152893	9.867465	9.551675	10.059834	10.014916	9.157759	9.848684	9.661945	9.997604	9.587037	10.138376	9.610321	9.71471	10.168667	10.15045	10.022432	10.522571	9.71556	9.904511	9.772347	10.502488	10.105552	10.435368	10.33713	10.011669	10.157888	10.237028	9.872316	9.827556	9.511146	9.831325	9.99967	10.442856	10.439816	10.070707	9.671731	9.726272	9.896833	9.774984	9.746092	9.603946	10.130331	10.11681	9.93663	9.876452	9.182533	9.795443	9.251057	9.072173	9.490277	9.877713	8.851862	9.344155	8.761876	8.931513	9.389369	8.88776	9.058201	8.61962	9.109903	8.68298	8.915019	9.366052	8.65177	9.71268	9.461483	8.496798	9.515413	9.258606	10.015116	9.355557	9.242406	8.808213	8.642008	9.545525	9.63812	9.043097	8.873731	10.089908	8.587518	8.315931	8.684228	9.296955	8.880028	9.576608	9.795333	9.600005	8.804634	8.773368	9.636567	8.981201	7.89515	8.76302	8.673913	8.827573	8.276933	8.670014	9.115066	8.622219	8.611225	8.259281	9.577859	9.106243	8.568589	9.222582	9.244972	8.938719	9.726703	8.914603	8.135789	8.87727	8.559487	9.755404	10.003284	9.095434	9.044636	9.673613	9.678401	8.876297	8.532201	7.423687	8.601785	8.482815	7.926343	8.440132
IRF2	10.055439	9.921011	9.619562	9.933203	10.078618	9.911988	9.393294	10.080989	9.900264	10.098381	10.012545	9.911791	10.066452	10.074957	9.562526	10.01161	9.894886	9.769113	9.927479	10.371368	9.757711	9.650599	9.830854	9.78766	10.056873	10.104961	10.105279	9.805261	9.75217	9.865347	10.110101	9.886375	9.859485	10.265299	9.664775	10.399177	10.168404	9.604275	9.423481	9.876945	9.709298	9.865854	10.059569	10.36602	9.937328	10.025767	9.858883	10.231521	9.94301	9.932105	9.927956	9.787868	10.23	9.837879	9.655266	10.038825	9.531265	9.460354	9.692935	9.568598	9.306662	9.993223	9.40606	9.218421	9.774528	9.874052	9.662582	9.551748	9.345751	9.3835	9.602108	9.68975	9.282058	9.122148	9.570524	9.295472	9.135975	8.881512	9.203031	9.903748	9.915066	8.969142	9.475718	9.013125	9.598482	9.438624	9.410554	9.345281	9.139152	9.487579	8.294923	8.843215	9.271111	9.604741	9.452586	9.663125	9.194434	9.636649	9.587282	9.77012	9.376292	9.171004	9.328198	9.543003	9.554568	9.344499	9.171975	9.994756	9.348707	9.473412	9.57356	9.125114	9.009956	9.806299	9.711073	8.907104	9.362724	10.208608	9.380636	9.141487	9.528864	8.552554	8.962723	9.910448	9.600246	9.042535	9.300012	8.859564	8.676274	9.150594	9.175801	9.626137	8.92312
BHLHE40	8.164941	8.253528	8.087976	7.490599	8.002238	7.959595	8.087025	8.322286	7.669034	8.424084	8.34214	8.104783	8.554801	8.142532	8.503028	8.084459	8.869722	8.256568	8.139785	8.365894	8.900847	8.393201	8.308244	8.554769	8.129643	7.892016	8.119884	8.0263	8.278753	8.758005	8.122848	8.402498	8.033667	8.693161	8.149309	8.633249	8.321093	8.156903	8.419574	8.614926	8.094062	7.958676	8.509265	8.166768	8.40836	8.561407	8.790463	8.134097	8.466468	8.335651	7.991192	7.712745	8.470064	7.574292	8.183637	8.195148	7.574513	7.486749	8.170082	8.028655	7.801846	8.295443	7.467306	7.570608	8.148309	8.186545	7.576935	7.93883	7.61119	7.585517	7.689165	8.077391	7.793424	7.592446	7.929061	7.631699	7.538882	7.329915	7.282353	8.285762	7.996404	6.942367	8.648115	7.08363	7.458783	7.900962	7.374718	7.154078	6.685977	7.575269	6.755446	7.174273	7.320581	7.410203	7.719461	7.85839	7.569849	7.720327	8.05129	7.744017	7.877257	7.039606	7.325047	7.941541	7.163647	7.404598	7.503817	7.732951	8.118727	8.079747	7.849952	7.51354	7.350632	7.621126	7.931039	7.324007	7.483001	7.751501	8.058044	6.972537	8.246999	7.440304	7.204211	7.476102	7.629488	7.657625	7.828793	7.179196	6.651419	7.385929	7.44205	7.723191	6.908842
NFYC	9.300183	9.124712	8.892106	8.909588	9.262218	9.191767	9.257969	9.191849	8.816081	9.244506	9.22093	9.063859	9.460308	9.571898	9.451531	9.436966	9.448492	9.419431	9.240833	9.340538	9.119145	8.945575	8.94105	9.246963	9.4802	9.270855	9.234894	9.077139	9.011713	9.599965	9.301208	9.340946	9.02062	9.515018	9.058103	9.680354	9.444538	8.781024	9.117148	9.638116	9.31943	9.500773	9.621828	9.775236	9.155526	9.452297	9.306225	9.274231	9.081129	9.260841	9.300269	9.053591	9.455649	9.412077	9.402439	9.237208	8.815111	8.606414	9.540314	9.112863	8.880332	9.198157	8.679141	9.021271	9.118074	9.1697	8.504264	8.911096	8.636906	8.921446	8.688751	8.860939	9.099899	8.550382	8.41546	8.970852	9.103177	9.010995	8.562024	8.815315	9.016655	8.376146	8.990896	8.662999	8.747777	8.923381	9.119626	8.814424	8.487935	8.772814	8.527741	8.403746	8.896712	8.710233	8.841496	8.868959	8.230637	8.745562	8.942911	8.731707	8.515866	8.239538	8.553047	8.887931	8.909277	8.48258	8.29893	9.252748	8.262762	8.980616	8.920653	8.479933	8.838826	9.066892	9.019612	8.326037	8.839462	8.811533	9.02372	8.413213	9.158971	8.86542	8.749725	8.836885	9.161434	8.796338	8.925569	8.423127	7.477201	8.862819	8.212724	9.104196	7.882627
UBE4B	8.303095	8.158814	7.741148	7.639589	8.261539	8.17072	8.388741	7.613047	7.513902	8.350651	8.242396	7.800071	8.243132	8.448144	8.552867	8.451087	8.528814	8.284358	8.367686	8.496139	8.261123	8.12325	7.917721	8.440038	8.487494	8.089997	8.075653	7.730275	8.008225	8.555141	8.263798	8.311571	8.087508	8.669814	8.026897	8.575126	8.532763	7.625968	8.10692	8.456006	8.498036	8.355692	8.571162	8.500645	8.250421	8.392912	8.223776	8.059324	8.05333	8.149144	8.232762	8.134564	8.387716	8.060299	8.371028	8.00314	7.414739	7.324045	8.225172	7.72954	7.756699	7.820366	7.134825	7.684805	7.979581	7.994401	7.147126	7.723288	7.327963	7.481927	7.508061	7.85909	8.100729	7.633777	7.30392	7.944391	7.739747	7.867931	7.357501	7.978075	7.827679	7.088623	8.218019	7.494802	7.575319	7.557148	7.841691	7.204946	6.396007	7.640137	6.846223	6.962161	7.416349	7.737144	7.563974	7.678755	6.834031	7.890741	7.501716	7.360201	7.526297	7.27902	7.392715	7.521591	7.335742	7.086823	7.576003	8.051666	7.107068	7.704301	8.0391	7.084947	7.535222	7.893116	7.802625	7.69493	8.162938	7.605688	7.815447	7.281059	8.067112	7.6544	7.144181	7.598477	7.889843	7.451661	7.649338	6.936013	6.39885	7.395764	6.852187	7.437783	6.426433
PTPN6	12.349796	11.937642	11.527894	11.656501	11.896752	11.771439	12.130637	11.680321	11.069894	11.910331	11.803674	11.756184	12.112662	12.211934	12.237626	12.159051	12.012518	11.874933	12.129485	11.97969	12.142999	12.065424	11.840213	12.177649	12.254142	12.008393	12.117578	12.260553	11.840155	12.502213	12.262762	12.320758	11.967525	12.303831	11.900354	12.565866	12.168602	11.830172	11.948112	12.411238	12.067111	12.343474	12.261581	12.681472	12.135533	12.051927	12.058804	12.39076	11.627906	11.878106	12.047588	11.926431	12.338081	12.205143	12.28253	11.834368	11.59806	11.4063	12.564107	11.956803	11.697645	11.857282	11.939223	11.608843	11.454024	11.618918	11.318128	11.563815	11.059254	11.182739	11.361708	11.552455	11.69611	11.164438	11.066552	11.559607	11.996225	11.907391	11.459974	11.718106	11.752	11.624971	11.874879	11.59639	11.55289	11.609861	11.992692	11.421112	11.349504	12.167145	11.985341	11.163001	11.938002	11.639525	11.628857	11.324425	11.170497	11.387685	11.591977	11.056406	11.079898	10.907465	11.069141	11.437791	11.266266	11.073458	10.870613	11.585007	10.716189	11.522221	11.506313	10.959266	11.693534	11.478641	11.334059	11.462299	11.594563	11.519869	11.801291	11.38888	12.15735	12.050851	11.891823	11.677064	11.688539	11.612485	12.137167	11.441818	11.51786	11.696637	10.995136	11.838503	10.9327
UPF1	8.932125	8.758646	8.374211	8.312046	8.897011	8.728032	8.84409	8.489625	8.156764	9.073711	8.748219	8.519896	9.085463	8.924314	8.906126	8.95239	8.9646	8.728679	8.838719	8.75078	8.660663	8.677886	8.739269	8.838128	8.932578	8.526806	8.475497	8.526749	8.491209	9.122921	8.8109	9.074782	8.452222	9.067467	8.844968	9.018196	8.98361	8.542575	8.487073	9.172223	8.933941	9.076134	9.239463	9.320535	8.508645	9.198313	9.076635	8.807873	8.891925	8.88836	8.726821	8.95726	9.121058	8.646508	9.100307	8.676735	8.139534	8.136242	9.204375	8.462187	8.450919	8.50865	8.043617	8.314348	8.474331	8.545494	7.628682	8.236039	7.8993	7.975536	8.192973	8.253768	8.502873	7.899998	7.850303	8.527496	8.680642	8.608438	8.187802	8.564822	8.471974	8.155772	8.984155	8.484625	8.215238	8.105979	8.832738	7.983072	7.857112	7.918189	8.274989	8.046453	8.541614	8.508261	8.240205	8.193066	7.776169	8.267525	8.255204	8.237759	8.108672	7.738663	7.860452	8.240033	8.223439	7.957402	7.91913	8.605505	7.392187	8.343388	8.19385	7.764636	8.449743	8.261193	8.289442	8.336381	8.519842	8.256312	8.633229	7.531921	8.921404	8.756172	8.444586	8.339427	8.550766	8.482109	8.430359	7.701564	8.155083	8.25832	7.824019	8.07101	7.373266
NUP93	8.803149	8.901074	8.436213	8.776114	8.953412	8.640142	9.111118	8.668242	7.95193	8.801882	8.731731	8.659079	8.788063	9.122611	8.926867	9.093557	9.099	9.311409	9.129556	8.728099	9.503222	9.379999	8.853383	9.417564	8.976189	8.763647	8.75897	8.973765	8.732361	9.126985	9.035262	9.046608	8.734094	8.971401	8.948095	9.485001	8.981648	8.509855	8.928582	9.297161	9.202122	9.106364	8.909151	8.895729	8.926251	9.191822	9.079158	9.011714	8.415861	9.026423	9.124994	8.764702	8.893034	8.76704	8.669292	8.670429	8.199634	8.244701	8.898312	8.822259	8.824986	8.863766	8.816191	8.6414	8.498213	8.596476	8.216665	8.699427	8.372754	8.427778	8.398137	8.742203	8.451438	8.354437	7.684174	8.755629	8.490722	8.660523	8.685867	8.636246	8.226944	8.133305	9.044899	8.359234	7.986435	8.420337	8.376759	7.921341	8.049629	8.620024	8.473962	8.07125	8.329063	8.132258	8.571405	8.305723	8.021712	8.42252	8.43562	8.177675	8.46091	7.903553	8.475547	8.524164	8.098021	8.347136	8.217053	8.342363	7.918387	8.547331	8.788824	7.894796	8.41003	8.420394	8.172337	8.010006	8.291561	8.827176	8.237644	8.04353	8.852619	8.668282	8.530427	8.418597	8.468218	8.639021	8.996355	8.514768	8.397081	8.523366	7.531331	9.035858	7.54855
INPP5D	10.197814	9.99416	9.615414	9.494676	9.855638	9.68484	10.180815	9.52082	9.026299	10.203767	9.928401	9.564809	10.12206	10.290092	10.367516	10.463199	10.487212	10.155981	10.210202	9.968087	10.428197	10.263314	9.86912	10.393819	10.176671	9.701018	9.680129	9.709786	9.85656	10.373459	10.218359	10.367379	10.002187	10.481238	10.180217	10.715459	10.333528	10.030696	9.886612	10.344807	10.215289	10.348479	10.269189	10.675451	10.468308	10.427373	10.396913	10.216509	10.025066	9.877997	10.079819	10.12145	10.255498	10.176249	10.31637	10.066683	9.550622	9.486582	10.620135	9.961639	9.787128	10.016924	9.799007	9.520022	9.558239	9.750716	9.058798	9.645718	9.123413	9.402573	9.593535	9.507423	9.788484	9.390605	9.281579	9.883012	9.666211	9.992907	9.528443	10.054557	9.838625	9.177544	10.484154	9.482119	9.380056	9.534482	9.762447	9.087585	9.247028	9.429143	9.71043	9.154734	9.957056	9.337765	9.713299	9.277276	8.907895	9.405543	9.482466	9.511964	9.357383	8.941723	9.277183	9.468257	9.591267	9.253557	9.272405	9.680146	8.89098	9.573711	9.701185	9.179287	9.6537	9.560269	9.416493	9.610222	9.907523	9.547838	9.71802	9.161161	10.432982	9.906268	9.451937	9.55952	9.727021	9.786217	10.12272	9.372789	8.772158	9.616643	9.059624	9.796118	8.532474
